Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Block Number,Point ID
-22.0479,0.266172,4.25025,22.4554,12.6065,8,14
-22.2981,1.35385,2.74951,22.5078,14.4768,8,15
-22.3824,1.88493,2.05178,22.5551,15.3577,8,16
-22.4163,2.23534,1.54838,22.5807,15.972,8,17
-22.4545,3.3904,-0.229089,22.7102,18.0921,8,18
-22.4315,4.04988,-1.28293,22.8302,19.3355,8,19
-22.2404,5.05836,-3.0846,23.016,21.4091,8,20
-22.1612,5.40811,-3.70358,23.1102,22.1244,8,21
-22.1335,5.48818,-3.87258,23.1303,22.3135,8,22
-21.9552,5.97699,-4.84352,23.264,23.415,8,23
-21.8108,6.30073,-5.4795,23.3545,24.1431,8,24
-21.7876,6.34416,-5.56891,23.3658,24.2452,8,25
-21.2344,7.14325,-7.31446,23.5675,26.2431,8,26
-20.7049,7.72621,-8.65864,23.7352,27.801,8,27
-20.2131,8.1924,-9.80629,23.9134,29.1337,8,28
-19.86,8.42661,-10.4497,23.9713,29.9042,8,29
-19.2058,8.89179,-11.5348,24.1035,31.2539,8,30
